,Country,News Publisher,Country Stance,Headline,parsed_dates,Headline Stance
7603,US,CNN,Pro Israel,Desperate hours for families of hostages in Gaza,2023-10-11,Pro-Palestine
7604,US,CNN,Pro Israel,Behind the effort to rescue American hostages from one of the most dangerous places on earth,2023-10-11,Pro-Israel
7605,US,CNN,Pro Israel,"Israeli lawmaker Sharren Haskel says Hamas must be ""eliminated""",2023-10-11,Pro-Israel
7606,US,CNN,Pro Israel,Palestinian Red Crescent's Director General reacts to the death of paramedics in Gaza,2023-10-11,Pro-Palestine
7607,US,CNN,Pro Israel,British Airways flight turns back to London just before landing in Tel Aviv,2023-10-11,Neutral
7608,US,CNN,Pro Israel,Israeli woman recalls speaking with her family as they were killed by Hamas,2023-10-11,Pro-Palestine
7609,US,CNN,Pro Israel,'They cut heads off people': IDF major general describes aftermath of Hamas attack,2023-10-11,Pro-Israel
7610,US,CNN,Pro Israel,US in talks with countries including Israel and Egypt to allow safe passage of Americans and other civilians out of Gaza,2023-10-11,Neutral
7611,US,CNN,Pro Israel,Initial US intelligence suggests Iran was surprised by the Hamas attack on Israel,2023-10-11,Pro-Israel
7612,US,CNN,Pro Israel,"Gazas sole power station stops working as fuel runs out, after Israel orders complete blockade",2023-10-11,Neutral
7613,US,CNN,Pro Israel,US eyes weapons stockpiles as concern grows about supporting both Ukraine and Israels wars,2023-10-11,Pro-Palestine
7614,US,CNN,Pro Israel,"'We are full of fear of what has happened and what is going to happen,' says Palestinian poet in Gaza",2023-10-11,Pro-Palestine
7615,US,CNN,Pro Israel,"IDF Spokesperson: ""We are fighting on at least three fronts""",2023-10-11,Pro-Israel
7616,US,CNN,Pro Israel,Survivor describes Hamas' attack on Israeli music festival,2023-10-11,Pro-Palestine
7617,US,CNN,Pro Israel,"Lebanese on edge as fears grow for a wider war, says journalist in Beirut",2023-10-11,Neutral
7618,US,CNN,Pro Israel,"Hamas 'will pay like the Nazis paid in Europe,' says former IDF intel chief",2023-10-11,Pro-Palestine
7619,US,CNN,Pro Israel,"'We remain committed to the law of armed conflict,' says IDF spokesperson",2023-10-11,Neutral
7620,US,CNN,Pro Israel,Spokesman: IDF is prepared to take 'all measures required' as troops mass near Gaza border,2023-10-11,Neutral
7621,US,CNN,Pro Israel,Israeli survivor recounts terror at music festival,2023-10-11,Pro-Palestine
7622,US,CNN,Pro Israel,Man hides for 8 hours to survive during Israel music festival,2023-10-11,Pro-Palestine
7623,US,CNN,Pro Israel,Elderly couple among hostages taken from kibbutz,2023-10-11,Neutral
7624,US,CNN,Pro Israel,He left NYC tech startup to rejoin Israel's military,2023-10-11,Pro-Israel
7625,US,CNN,Pro Israel,US and allies warn militant group Hezbollah against escalating Hamas-Israel conflict,2023-10-11,Neutral
7626,US,CNN,Pro Israel,Protests over Israel-Hamas war sweep the globe as nations ramp up security,2023-10-11,Neutral
7627,US,CNN,Pro Israel,What is a kibbutz? A brief history of the communes targeted in the Hamas terror attack,2023-10-11,Pro-Israel
7628,US,CNN,Pro Israel,Video shows 'fearsome' rocket barrage over Israeli city,2023-10-11,Pro-Palestine
7629,US,CNN,Pro Israel,Video shows Hamas attackers throw grenade into bomb shelter,2023-10-11,Pro-Palestine
7630,US,CNN,Pro Israel,"Hamas attacks on Israel a 'major failure of intelligence, of operations up to the top political leadership': Former Israeli PM",2023-10-11,Neutral
7631,US,CNN,Pro Israel,What is Hamas and why is it attacking Israel now?,2023-10-11,Pro-Israel
7632,US,CNN,Pro Israel,Maps show the extreme population density in Gaza,2023-10-11,Pro-Palestine
7633,US,CNN,Pro Israel,Hear the world react to the Israeli Palestinian conflict,2023-10-11,Neutral
7634,US,CNN,Pro Israel,'No time to think about the dead': Daughter pleads for release of her parents held by Hamas,2023-10-11,Neutral
7635,US,CNN,Pro Israel,Janet Yellen sees limited economic impact from war in Israel,2023-10-11,Neutral
7636,US,CNN,Pro Israel,Video shows Hamas militants striking captured festivalgoer,2023-10-11,Pro-Palestine
7637,US,CNN,Pro Israel,Opinion: How long can America continue to be arsenal to the world?,2023-10-11,Neutral
7638,US,CNN,Pro Israel,Opinion: We Jews are not okay,2023-10-11,Neutral
7639,US,CNN,Pro Israel,The death toll from the Hamas attacks in Israel climbs,2023-10-11,Pro-Israel
7640,US,CNN,Pro Israel,EU warns Elon Musk about Israel-Hamas war disinformation,2023-10-11,Neutral
7641,US,CNN,Pro Israel,World leaders examine contingency plans if conflict in Israel escalates,2023-10-11,Neutral
7642,US,CNN,Pro Israel,'A parent's worst nightmare': Relative of five Israeli hostages shares their story,2023-10-11,Neutral
7643,US,CNN,Pro Israel,"Israel calls up more than 300,000 reservists",2023-10-11,Pro-Palestine
7644,US,CNN,Pro Israel,Civilians 'always end up paying the price': U.N. urges de-escalation in Israel and Gaza,2023-10-11,Pro-Palestine
7645,US,CNN,Pro Israel,US National Security Council's John Kirby gives update on US response to violence in Israel,2023-10-11,Neutral
7646,US,CNN,Pro Israel,"Biden fiercely condemns 'pure, unadulterated evil' in Middle East",2023-10-11,Neutral
7647,US,CNN,Pro Israel,US intel agencies hunt for evidence of Iranian role in Hamas attack on Israel,2023-10-11,Pro-Israel
7648,US,CNN,Pro Israel,Russian state TV mocks U.S. and Israel after Hamas attack,2023-10-11,Pro-Israel
7649,US,CNN,Pro Israel,China wants to be a peace broker in the Middle East. How has it responded to the Israel-Gaza war?,2023-10-11,Neutral
7650,US,CNN,Pro Israel,Israeli strikes pound targets in Gaza,2023-10-11,Pro-Israel
7651,US,CNN,Pro Israel,Foreign nationals among the dead in Israel,2023-10-11,Neutral
7652,US,CNN,Pro Israel,Americans missing after Hamas attack,2023-10-11,Neutral
7653,US,CNN,Pro Israel,Israel unleashes devastating response in Gaza,2023-10-11,Pro-Israel
7654,US,CNN,Pro Israel,Watch: CNN debunks Israel-Hamas misinfo videos going viral on X,2023-10-11,Pro-Israel
7655,US,CNN,Pro Israel,"October 10, 2023 - Israel-Hamas war news",2023-10-11,Neutral
7656,US,CNN,Pro Israel,Republicans must overcome deep splits to choose a speaker as Israel crisis exposes failure to govern,2023-10-11,Pro-Palestine
7657,US,CNN,Pro Israel,We have no water: Gaza faces deeper humanitarian crisis as Israel tightens its hold,2023-10-11,Pro-Palestine
7658,US,CNN,Pro Israel,Biden confirms US citizens are among Hamas hostages in sharp condemnation of attacks on Israel,2023-10-11,Neutral
7659,US,CNN,Pro Israel,See the devastation in Gaza after Israeli strikes,2023-10-11,Pro-Palestine
7660,US,CNN,Pro Israel,They have made those sacrifices: Israel-Hamas war claims the lives of several journalists reporting from the raging conflict,2023-10-11,Neutral
7661,US,CNN,Pro Israel,Putin breaks silence on Hamas attack on Israel,2023-10-11,Pro-Israel
7662,US,CNN,Pro Israel,Hamas used victim's phone to post murder on Facebook,2023-10-11,Neutral
7663,US,CNN,Pro Israel,Israel bolsters troops at border with Gaza as details of Hamas attacks emerge,2023-10-11,Pro-Israel
7664,US,CNN,Pro Israel,Israel: hostage families,2023-10-11,Neutral
7665,US,CNN,Pro Israel,A Palestinian-American stuck in Gaza is desperate to leave,2023-10-10,Pro-Palestine
7666,US,CNN,Pro Israel,EU warns Elon Musk of penalties for disinformation circulating on X amid Israel-Hamas war,2023-10-10,Pro-Palestine
7667,US,CNN,Pro Israel,'I don't know if we're going to make it': Palestinian-American stuck in Gaza speaks out,2023-10-10,Neutral
7668,US,CNN,Pro Israel,Deputy Mayor of Jerusalem describes rare rocket attacks on the city,2023-10-10,Neutral
7669,US,CNN,Pro Israel,Watch: CNN debunks Israel-Hamas misinfo videos going viral on X,2023-10-10,Pro-Israel
7670,US,CNN,Pro Israel,Woman describes seeing video of brother being kidnapped by Hamas,2023-10-10,Neutral
7671,US,CNN,Pro Israel,Three reasons why experts say Hamas' recent attack is 'unprecedented',2023-10-10,Pro-Israel
7672,US,CNN,Pro Israel,Opinion: The US needs to make sure Hamas isnt a threat to the homeland,2023-10-10,Neutral
7673,US,CNN,Pro Israel,'This is unbelievable': doctor describes Gaza conditions,2023-10-10,Pro-Palestine
7674,US,CNN,Pro Israel,Former Israeli Prime Minister says the government 'is now relatively weak',2023-10-10,Neutral
7675,US,CNN,Pro Israel,"U.S. offering hostage expertise to Israel, says John Kirby",2023-10-10,Pro-Israel
7676,US,CNN,Pro Israel,Video from 2009 shows aftermath of historic Israeli incursion,2023-10-10,Pro-Palestine
7677,US,CNN,Pro Israel,Rep. Lawler: I support a U.S. military airlift to evacuate Americans from Israel,2023-10-10,Pro-Israel
7678,US,CNN,Pro Israel,Opinion: This is why the two-state solution is dead,2023-10-10,Pro-Palestine
7679,US,CNN,Pro Israel,Israeli general describes moment the Israeli military found dead bodies in kibbutz attacked by Hamas,2023-10-10,Neutral
7680,US,CNN,Pro Israel,Watch as Iron Dome intercepts Hamas' rockets over CNN correspondent's head,2023-10-10,Neutral
7681,US,CNN,Pro Israel,Israel just shut a gas field near Gaza. Heres why that matters,2023-10-10,Neutral
7682,US,CNN,Pro Israel,Elon Musks X adds to fog of war at outset of Israel-Hamas conflict,2023-10-10,Neutral
7683,US,CNN,Pro Israel,CNN speaks with parents of son missing after Hamas attack,2023-10-10,Neutral
7684,US,CNN,Pro Israel,"Palestinian-Americans stuck in Gaza say they feel trapped, abandoned by US Embassy",2023-10-10,Pro-Palestine
7685,US,CNN,Pro Israel,Worried Israeli Mother Sends Message to Kidnapped Daughters,2023-10-10,Pro-Israel
7686,US,CNN,Pro Israel,'They want to kill me': Survivor of Israeli festival speaks out,2023-10-10,Pro-Palestine
7687,US,CNN,Pro Israel,Sister of kidnapped Israeli soldier: 'She basically called to say goodbye',2023-10-10,Pro-Israel
7688,US,CNN,Pro Israel,Map shows where Israeli forces will face challenges in Gaza,2023-10-10,Pro-Palestine
7689,US,CNN,Pro Israel,Drone video shows Israel pounding Gaza,2023-10-10,Pro-Israel
7690,US,CNN,Pro Israel,Palestinians in Gaza caught in the crosshairs of war between Israel and Hamas,2023-10-10,Pro-Palestine
7691,US,CNN,Pro Israel,What the history of Israel-Hamas animosity could signal for the future,2023-10-10,Pro-Israel
7692,US,CNN,Pro Israel,CNN visits Israeli hospital treating victims of Hamas attack,2023-10-10,Pro-Palestine
7693,US,CNN,Pro Israel,Woman survives attack on music festival in Israel,2023-10-10,Neutral
7694,US,CNN,Pro Israel,The history of Gaza in 2 minutes,2023-10-10,Pro-Palestine
7695,US,CNN,Pro Israel,"5 things to know for Oct. 10: Israel, Classified docs, Presidential race, Covid, Chemical ban",2023-10-10,Neutral
7696,US,CNN,Pro Israel,Bidens Gulf allies want an ironclad security pact with the US. Heres what it might look like,2023-10-10,Neutral
7697,US,CNN,Pro Israel,More than 100 bodies found in Israeli kibbutz Beeri after Hamas attack,2023-10-10,Pro-Israel
7698,US,CNN,Pro Israel,Leader of Israel's Labor Party says lawmakers should unify to fight Hamas,2023-10-10,Neutral
7699,US,CNN,Pro Israel,Brother of missing woman appeals for her safe return,2023-10-10,Neutral
7700,US,CNN,Pro Israel,Hamas and Iran are longtime allies. Did Tehran help with its attack on Israel?,2023-10-10,Pro-Israel
7701,US,CNN,Pro Israel,"Israel festival revelers shot at point-blank range, video shows",2023-10-10,Pro-Palestine
7702,US,CNN,Pro Israel,Families await news on loved ones attending music festival in Israel,2023-10-10,Pro-Palestine
7703,US,CNN,Pro Israel,Retired general explains why he thinks Iran helped support Hamas attacks,2023-10-10,Neutral
7704,US,CNN,Pro Israel,"Festivalgoers, children, soldiers: What we know about the people captured by Hamas",2023-10-10,Neutral
7705,US,CNN,Pro Israel,Israels war with Hamas will cause deep and wide political shockwaves,2023-10-10,Pro-Palestine
7706,US,CNN,Pro Israel,"October 9, 2023 - Israel-Hamas war news",2023-10-10,Neutral
7707,US,CNN,Pro Israel,Woman abducted by terrorists recounts harrowing experience,2023-10-10,Neutral
7708,US,CNN,Pro Israel,Explosions go off during interview with American doctor trapped in Gaza,2023-10-10,Pro-Palestine
7709,US,CNN,Pro Israel,You are in the line of fire: What its like to be an Israeli reporter covering the unfolding war,2023-10-10,Pro-Palestine
7710,US,CNN,Pro Israel,Many in House GOP caution against tying Israel and Ukraine aid together,2023-10-10,Pro-Israel
7711,US,CNN,Pro Israel,How Republicans are trying to blame Biden for the attacks on Israel,2023-10-10,Neutral
7712,US,CNN,Pro Israel,Israeli mother of missing son sends message to Hamas,2023-10-10,Pro-Israel
7713,US,CNN,Pro Israel,'There's no mercy at all': Israeli volunteer doctor describes what he saw,2023-10-10,Pro-Palestine
7714,US,CNN,Pro Israel,"11 US citizens dead in Israel conflict, Biden says",2023-10-10,Neutral
7715,US,CNN,Pro Israel,"Israeli defense minister orders complete siege of Gaza, as Hamas threatens hostages",2023-10-09,Pro-Israel
7716,US,CNN,Pro Israel,Watch: How Israel's Iron Dome Works,2023-10-09,Pro-Israel
7717,US,CNN,Pro Israel,Multiple airlines cancel flights across Israel after government declares war,2023-10-09,Neutral
7718,US,CNN,Pro Israel,American cities bolster security around places of worship after the catastrophic attacks in Israel,2023-10-09,Neutral
7719,US,CNN,Pro Israel,Grief and anger. US business groups stand up for Israel after attack,2023-10-09,Pro-Israel
7720,US,CNN,Pro Israel,Dow climbs nearly 200 points as investors brush off worries about rising oil prices,2023-10-09,Pro-Palestine
7721,US,CNN,Pro Israel,Democratic divisions over Israel policy heat up as Biden tries to keep his coalition together,2023-10-09,Neutral
7722,US,CNN,Pro Israel,"Opinion: In times of crisis, Israelis rally around their leaders. This time is different",2023-10-09,Neutral
7723,US,CNN,Pro Israel,'A horrific situation': Jan Egeland on Hamas attack and the airstrikes on Gaza,2023-10-09,Pro-Israel
7724,US,CNN,Pro Israel,CNN military analyst explains significance of U.S. military aid to Israel,2023-10-09,Pro-Israel
7725,US,CNN,Pro Israel,Survivor describes her escape from festival targeted by Hamas,2023-10-09,Neutral
7726,US,CNN,Pro Israel,"'No shelters, no bunkers and no safe zones' in Gaza, says humanitarian worker",2023-10-09,Pro-Palestine
7727,US,CNN,Pro Israel,CNN's Becky Anderson interviews former Israeli PM Ehud Barak,2023-10-09,Neutral
7728,US,CNN,Pro Israel,U.S. is sending a carrier strike group to Eastern Mediterranean Sea,2023-10-09,Neutral
7729,US,CNN,Pro Israel,Oil price spikes on Israel war. Heres what a wider conflict might mean,2023-10-09,Neutral
7730,US,CNN,Pro Israel,"'You cannot expect us to feed and fuel the same enemy who is butchering us,' says Israeli army spokesperson",2023-10-09,Pro-Palestine
7731,US,CNN,Pro Israel,"'This is a nightmare that turned into our reality,' says former Israeli FM Tzipi Livni",2023-10-09,Pro-Israel
7732,US,CNN,Pro Israel,Israel at war with Hamas after unprecedented attacks from Gaza,2023-10-09,Pro-Israel
7733,US,CNN,Pro Israel,U2 pays tribute to those killed in Israel music festival attack,2023-10-09,Pro-Palestine
7734,US,CNN,Pro Israel,CNN at the scene of a shelter near the music festival attacked in Israel,2023-10-09,Pro-Palestine
7735,US,CNN,Pro Israel,Graphic video shows chaos at Gaza refugee camp after Israeli airstrike,2023-10-09,Pro-Palestine
7736,US,CNN,Pro Israel,'Absolutely predictable': Analyst on why Hamas attacked Israel,2023-10-09,Neutral
7737,US,CNN,Pro Israel,"IDF Spokesperson: Hamas attack is ""biggest massacre of Israelis"" since nation founded",2023-10-09,Pro-Israel
7738,US,CNN,Pro Israel,How the Hamas hostage situation complicates a possible Israeli ground incursion in Gaza,2023-10-09,Neutral
7739,US,CNN,Pro Israel,Israeli mother shares her survival story after Hamas attack,2023-10-09,Pro-Israel
7740,US,CNN,Pro Israel,Father of missing IDF soldier speaks to CNN,2023-10-09,Pro-Israel
7741,US,CNN,Pro Israel,CNN team ducks from 'massive barrage of rockets' near Israel-Gaza border,2023-10-09,Pro-Palestine
7742,US,CNN,Pro Israel,Opinion: The 9/11 attack wasnt an intelligence failure. The Hamas attack may be,2023-10-09,Pro-Israel
7743,US,CNN,Pro Israel,Nowhere to go: Ordinary Palestinians live in fear as Israel retaliates against Hamas,2023-10-09,Neutral
7744,US,CNN,Pro Israel,"Desert horror: Music festival goers heard rockets, then Gaza militants fired on them and took hostages",2023-10-09,Pro-Israel
7745,US,CNN,Pro Israel,Retired colonel breaks down 'key indicators' for ground incursion in Gaza,2023-10-09,Pro-Israel
7746,US,CNN,Pro Israel,US still seeking to determine Irans connection to Israel attack,2023-10-09,Pro-Israel
7747,US,CNN,Pro Israel,Dashcam captures moment Hamas gunmen attack festival-goers,2023-10-09,Pro-Israel
7748,US,CNN,Pro Israel,"5 things to know for Oct. 9: Israel, House speaker, Auto strike, Ukraine, Afghanistan",2023-10-09,Neutral
7749,US,CNN,Pro Israel,"At least 4 Americans killed in Israel attacks with death toll expected to rise, Schumer says",2023-10-09,Pro-Israel
7750,US,CNN,Pro Israel,Video shows Israel's 'Iron Dome' missiles intercepting incoming rockets near Gaza,2023-10-09,Pro-Palestine
7751,US,CNN,Pro Israel,The desperate search for hostages taken by Hamas,2023-10-09,Neutral
7752,US,CNN,Pro Israel,The human toll from the Hamas attacks on Israel,2023-10-09,Pro-Israel
7753,US,CNN,Pro Israel,Americas political turmoil hampers its capacity to lead through yet another global crisis,2023-10-09,Pro-Palestine
7754,US,CNN,Pro Israel,"October 8, 2023 Israel-Hamas war news",2023-10-09,Neutral
7755,US,CNN,Pro Israel,Videos show new details on how Hamas launched surprise assault on Israel,2023-10-09,Pro-Israel
7756,US,CNN,Pro Israel,Pressure to fill House speaker vacancy builds as crisis unfolds in Israel,2023-10-09,Neutral
7757,US,CNN,Pro Israel,UEFA postpones soccer matches in Israel due to ongoing conflict,2023-10-09,Neutral
7758,US,CNN,Pro Israel,Israel formally declares war against Hamas as it battles to push militants off its soil,2023-10-09,Pro-Israel
7759,US,CNN,Pro Israel,Hamas has launched an unprecedented attack against Israel. Heres what to know,2023-10-09,Neutral
7760,US,CNN,Pro Israel,"CNN 10: The big stories of the day, explained in 10 minutes",2023-10-08,Neutral
7761,US,CNN,Pro Israel,Israeli citizen describes sheltering during Hamas attack,2023-10-08,Pro-Israel
7762,US,CNN,Pro Israel,'The ripple effects of this will be significant': Experts break down next steps in Israel-Gaza war,2023-10-08,Pro-Israel
7763,US,CNN,Pro Israel,Bidens promise to restore US leadership tested by fresh outbreak of war abroad,2023-10-08,Neutral
7764,US,CNN,Pro Israel,Former Defense Secretary on Hamas attacks: 'All roads lead back to Iran',2023-10-08,Pro-Israel
7765,US,CNN,Pro Israel,"Senate should confirm new US ambassador to Israel 'tomorrow,' former US envoy says",2023-10-08,Pro-Israel
7766,US,CNN,Pro Israel,Top House Dem: 'Our commitment to Israel's security is ironclad',2023-10-08,Pro-Israel
7767,US,CNN,Pro Israel,Video shows guns fired in the middle of a highway in Israel,2023-10-08,Pro-Palestine
7768,US,CNN,Pro Israel,'Never seen anything like this': Clarissa Ward near the Gaza border,2023-10-08,Pro-Palestine
7769,US,CNN,Pro Israel,"Israeli minister: 'Well north' of 600 dead, likely 'several hundred' more",2023-10-08,Pro-Israel
7770,US,CNN,Pro Israel,"Blinken: 'Several' Americans reported dead, missing in Israel",2023-10-08,Neutral
7771,US,CNN,Pro Israel,McCaul: Speaker vacancy sends 'terrible message' amid Israel war,2023-10-08,Pro-Israel
7772,US,CNN,Pro Israel,On GPS: Former Israeli Prime Minister Naftali Bennett: 'I have to admit that we were surprised',2023-10-08,Neutral
7773,US,CNN,Pro Israel,On GPS: Tom Friedman on the broader context of the Hamas attacks,2023-10-08,Neutral
7774,US,CNN,Pro Israel,On GPS: 'Do we have the right to struggle for freedom?',2023-10-08,Pro-Palestine
7775,US,CNN,Pro Israel,On GPS: 'What Hamas did was a massacre',2023-10-08,Neutral
7776,US,CNN,Pro Israel,"France, UK and Germany step up security measures amid fears of attacks against Jewish community",2023-10-08,Neutral
7777,US,CNN,Pro Israel,'You can't go anywhere': Why civilian casualties in Gaza are likely to rise,2023-10-08,Pro-Palestine
7778,US,CNN,Pro Israel,A Pearl Harbor moment: Why didnt Israels sophisticated border security stop Saturdays attack?,2023-10-08,Pro-Israel
7779,US,CNN,Pro Israel,Blinken pushes back against GOP claims that Iran hostage deal funded Hamas attack,2023-10-08,Pro-Israel
7780,US,CNN,Pro Israel,Video shows militants take festival goers hostage,2023-10-08,Pro-Palestine
7781,US,CNN,Pro Israel,IDF wrests control of Sderot from Hamas militants. See the aftermath,2023-10-08,Pro-Israel
7782,US,CNN,Pro Israel,U.S. vows support to Israel following attack by Hamas,2023-10-08,Pro-Israel
7783,US,CNN,Pro Israel,World reacts to Hamas attacks on Israel,2023-10-08,Neutral
7784,US,CNN,Pro Israel,Opinion: Hamas attack on Israel is an indisputable act of terrorism,2023-10-08,Pro-Israel
7785,US,CNN,Pro Israel,See how the first few hours of the Hamas attack on Israel unfolded,2023-10-08,Pro-Israel
7786,US,CNN,Pro Israel,"Israel's Prime Minister Benjamin Netanyahu warns war against Hamas ""will take time.""",2023-10-08,Pro-Israel
7787,US,CNN,Pro Israel,CNN speaks with Israel's former ambassador to the U.N. about the attacks in Israel,2023-10-08,Neutral
7788,US,CNN,Pro Israel,"The IDF confirms a ""significant number"" of Israelis captured",2023-10-08,Neutral
7789,US,CNN,Pro Israel,Palestinian official gives view on what's threatening the West Bank,2023-10-08,Pro-Palestine
7790,US,CNN,Pro Israel,Concerns for civilians in wake of Hamas attacks on Israel,2023-10-08,Neutral
7791,US,CNN,Pro Israel,CNN looks at why Israel was blindsided by Hamas' attacks,2023-10-08,Pro-Israel
7792,US,CNN,Pro Israel,CNN asks security expert if the IDF underestimated Hamas,2023-10-08,Neutral
7793,US,CNN,Pro Israel,See how the deadly surprise attack on Israel unfolded,2023-10-08,Pro-Israel
7794,US,CNN,Pro Israel,Hamas captures hostages as Israelis share photos of those missing,2023-10-08,Neutral
7795,US,CNN,Pro Israel,Mom was talking with her kids. Minutes later they were kidnapped by Hamas,2023-10-08,Neutral
7796,US,CNN,Pro Israel,Why was Israel caught so off-guard? Retired colonel has a theory,2023-10-08,Neutral
7797,US,CNN,Pro Israel,Airlines cancel flights to Israel amid attacks,2023-10-08,Neutral
7798,US,CNN,Pro Israel,Why this Israel-Gaza conflict is so complicated for Biden,2023-10-08,Pro-Israel
7799,US,CNN,Pro Israel,Opinion: Did Hamas attacks have a hidden target?,2023-10-08,Neutral
7800,US,CNN,Pro Israel,Why Clapper says Hamas attacks are an 'apt comparison' to 9/11,2023-10-08,Pro-Israel
7801,US,CNN,Pro Israel,House lawmakers discuss how to address intelligence briefings on Israel without speaker,2023-10-07,Neutral
7802,US,CNN,Pro Israel,Netanyahu says Israel is at war after Hamas launches surprise air and ground attack from Gaza,2023-10-07,Pro-Israel
7803,US,CNN,Pro Israel,US officials raise concerns over Israeli intelligence after Hamas attacks,2023-10-07,Neutral
7804,US,CNN,Pro Israel,'You can hear the intercept missiles': See the scene at Tel Aviv's airport,2023-10-07,Neutral
7805,US,CNN,Pro Israel,Hamas video shows fighters storming Israel-Gaza border crossing,2023-10-07,Pro-Palestine
7806,US,CNN,Pro Israel,Towers collapse as high-rise hit in Gaza,2023-10-07,Pro-Palestine
7807,US,CNN,Pro Israel,Biden addresses surprise Hamas attack on Israel,2023-10-07,Pro-Israel
7808,US,CNN,Pro Israel,Footage captures destruction throughout the day in Israel and Gaza,2023-10-07,Pro-Palestine
7809,US,CNN,Pro Israel,Video appears to show Hamas taking woman hostage near Gaza,2023-10-07,Neutral
7810,US,CNN,Pro Israel,Retired US colonel breaks down what Israel is likely to do next,2023-10-07,Pro-Israel
7811,US,CNN,Pro Israel,Rescue group: More than 12 killed in Syria's rebel-held areas by government bombardments,2023-10-07,Neutral
7812,US,CNN,Pro Israel,See aftermath of rocket attacks in Israel,2023-10-07,Pro-Israel
7813,US,CNN,Pro Israel,'They want the annihilation of Israel': IDF Spokesperson speaks to CNN,2023-10-07,Pro-Israel
7814,US,CNN,Pro Israel,Hamas claims video is of captured Israeli soldier; IDF won't comment,2023-10-07,Pro-Israel
7815,US,CNN,Pro Israel,Intelligence analyst: 'Tactically' nothing like this has ever happened,2023-10-07,Pro-Palestine
7816,US,CNN,Pro Israel,Expert analysis on latest attacks in Ukraine,2023-10-07,Neutral
7817,US,CNN,Pro Israel,Reaction pours in over jailed Iranian activist winning this year's Nobel Peace Prize,2023-10-07,Neutral
7818,US,CNN,Pro Israel,Drone attack on Syria military college kills at least 89 and wounds hundreds more,2023-10-06,Pro-Palestine
7819,US,CNN,Pro Israel,"Syria blames ""terrorists"" for drone attack that killed more than 80 people",2023-10-06,Pro-Palestine
7820,US,CNN,Pro Israel,Widespread condemnation for spitting incidents in Jerusalem,2023-10-06,Pro-Palestine
7821,US,CNN,Pro Israel,"Turkish airstrikes kill at least 11 in northern Syria, Kurdish security forces say",2023-10-06,Pro-Palestine
7822,US,CNN,Pro Israel,"US fighter jet downs a drone belonging to NATO ally Turkey over Syria, officials say",2023-10-05,Pro-Palestine
7823,US,CNN,Pro Israel,"Heavy fighting reported on southern front in Ukraine, with neither side gaining ground",2023-10-05,Pro-Palestine
7824,US,CNN,Pro Israel,First on CNN: U.S. to transfer seized Iranian weapons to Ukraine,2023-10-04,Neutral
7825,US,CNN,Pro Israel,Israeli-Azerbaijani arms trade comes under scrutiny,2023-10-04,Neutral
7826,US,CNN,Pro Israel,Israeli police arrest five following uproar over Jews spitting on Christians,2023-10-04,Pro-Israel
7827,US,CNN,Pro Israel,"As Azerbaijan claims final victory in Nagorno Karabakh, arms trade with Israel comes under scrutiny",2023-10-04,Pro-Israel
7828,US,CNN,Pro Israel,Turkey says at least one person is dead and two injured in PKK attack,2023-10-02,Pro-Palestine
7829,US,CNN,Pro Israel,Turkey launches airstrikes against Kurdish militants following deadly Ankara blast,2023-10-02,Neutral
7830,US,CNN,Pro Israel,"At least one killed in bomb attack near government building in Ankara, Turkey says",2023-10-02,Pro-Palestine
7831,US,CNN,Pro Israel,Pakistan rocked by two suicide attacks,2023-09-29,Neutral
7832,US,CNN,Pro Israel,Syrias drug problem casts shadow over Assads rehabilitation,2023-09-29,Neutral
7833,US,CNN,Pro Israel,Israel's top court hears challenges to law over removing PM,2023-09-28,Neutral
7834,US,CNN,Pro Israel,Israels Supreme Court convenes to decide on law that could determine Netanyahus fate,2023-09-28,Pro-Palestine
7835,US,CNN,Pro Israel,Biden administration announces visa-free travel for Israelis,2023-09-27,Neutral
7836,US,CNN,Pro Israel,How allegations against U.S. Senator Bob Menendez could impact U.S.-Egypt relations,2023-09-27,Neutral
7837,US,CNN,Pro Israel,Decorated war veteran describes how one promise he made his dying father shaped the course of his entire life,2023-09-25,Pro-Palestine
7838,US,CNN,Pro Israel,Opinion: When will colleges stand up to campus antisemites?,2023-09-24,Neutral
7839,US,CNN,Pro Israel,Two Palestinian men killed during Israeli incursion in camp near Tulkarem,2023-09-24,Pro-Palestine
7840,US,CNN,Pro Israel,"Russia's foreign minister says the U.S. and the UK are ""directly at war"" with Russia",2023-09-24,Neutral
7841,US,CNN,Pro Israel,Zelensky meets with Sudan's military ruler,2023-09-24,Pro-Israel
7842,US,CNN,Pro Israel,Russian foreign minister attacks West as empire of lies,2023-09-24,Neutral
7843,US,CNN,Pro Israel,Netanyahu says Israel nears normalization deal with Saudi Arabia but refuses to outline concessions to Palestinians,2023-09-23,Pro-Israel
7844,US,CNN,Pro Israel,"Benjamin Netanyahu says ""on the cusp"" of a breakthrough with Saudis",2023-09-23,Pro-Israel
7845,US,CNN,Pro Israel,Israel strikes Gaza targets after incendiary balloons sent across border,2023-09-23,Pro-Israel
7846,US,CNN,Pro Israel,"Netanyahu: Saudi-Israel deal would ""change the Middle East forever""",2023-09-23,Neutral
7847,US,CNN,Pro Israel,Netanyahu is asked about Trump calling him disloyal. Hear his response,2023-09-23,Neutral
7848,US,CNN,Pro Israel,Qatari Prime Minister describes private talks with Taliban leaders,2023-09-23,Neutral
