Country,News Publisher,Country Stance,Headline,Date,Headline Stance,Explanation,,,,
Ireland,Breaking News,Pro-Palestine,"Irish ambassador subjected to 'unacceptable' treatment by Israel, Tánaiste says",24/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Cartoonist Steve Bell will 'not apologise' for Netanyahu art after Guardian ends contract,17/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Irish lawyer for South Africa accuses Israel of genocide in Gaza at UN court,11/01/24,,,,,,
Ireland,Breaking News,Pro-Palestine,"Over 8,000 complaints made about BBC's Gaza coverage since Israel-Hamas war began",20/03/24,,,,,,
Ireland,Breaking News,Pro-Palestine,"Remember the hostages, says Maureen Lipman at 'lovelock' installation",11/02/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Israel pushes deeper into Gaza as Hamas regroups in areas cleared months ago,12/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Labour has seen 'loss of trust' among Muslim voters over Gaza ‚Äì shadow minister,09/02/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Israel shows images of slain children to allies to rally support after Hamas attack,13/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Who are the veteran South African and Israeli judges hearing the Gaza genocide case?,25/01/24,,,,,,
Ireland,Breaking News,Pro-Palestine,The Hamas tunnel city beneath Gaza - a hidden frontline for Israel,27/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Irish-Palestinian surgeon says it's too dangerous for family to evacuate Gaza,03/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,"2024 candidate Kennedy questions Gaza ceasefire, Biden energy subsidies",20/03/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Death toll rises to 12 with dozens injured in a strike on a crowded Gaza shelter,25/01/24,,,,,,
Ireland,Breaking News,Pro-Palestine,"Ireland's recognition of Palestine would have come as no surprise to Israel, says Harris",23/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,UN General Assembly votes to demand humanitarian ceasefire in Gaza,12/12/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Biden says Israel is losing global support over 'indiscriminate bombing' in Gaza,12/12/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Sangita Myska to depart LBC after period off air,01/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Biden plunging into Middle East turmoil on visit to Israel,18/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Israeli air strike hits tent camp at Gaza hospital,31/03/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Artist refuses to open Israeli pavilion at Venice Biennale until ceasefire,16/04/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Taoiseach says EU position on Israel-Palestine conflict is evolving,27/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Hamas leaders say response to ceasefire proposal could come on Thursday,01/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Harris expresses 'deep concern' to Israeli president about Rafah situation,17/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Government pulls multimillion-euro investment in six Israeli companies,05/04/24,,,,,,
Ireland,Breaking News,Pro-Palestine,EU debates how to handle rising security challenges amid Israel-Hamas conflict,19/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Families of Gaza hostages storm Israel's parliament demanding release deal,22/01/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Varadkar to mention Gaza during shamrock ceremony as he defends US trip,17/03/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Group of 50 Irish people on pilgrimage in Israel are stuck in the country,10/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Government defeats votes on calls to support South Africa case,25/01/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Dublin City Council agrees to fly Palestinian flag in solidarity with people of Gaza,05/12/23,,,,,,
Ireland,Breaking News,Pro-Palestine,"Hamas 'no longer capable' of another major attack against Israel, says Biden",31/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Israeli defence minister says war on Hamas will last months,14/12/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Humanitarian aid convoy crosses into Gaza Strip from Egypt,21/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Hamas announces it has accepted an Egyptian-Qatari ceasefire proposal,06/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Israel urges civilians to leave homes in Gaza as war with Hamas resumes,01/12/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Aid groups ready to move in when Gaza ceasefire begins,22/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Emmanuel Macron appeals to Israel to protect civilians at Gaza aid conference,09/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Tánaiste announces ‚Ç¨20m for UN Palestinian agency after key donors suspend aid,15/02/24,,,,,,
Ireland,Breaking News,Pro-Palestine,US vetoes UN resolution demanding immediate humanitarian ceasefire in Gaza,20/02/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Joe Biden sanctions Israeli settlers who attacked Palestinians in the West Bank,01/02/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Labyrinth of Hamas tunnels poses greatest threat to Israeli offensive in Gaza,29/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Dwindling fuel for Gaza's hospital generators puts premature babies at risk,23/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Sunak starts two-day Middle East trip in Israel as he calls for calm,19/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Ireland's chief rabbi calls on all political leaders to condemn Hamas attacks,11/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Biden 'hopes Hamas ceasefire and hostage deal can take effect by next Monday',26/02/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Scottish students' hunger strike is 'last resort' to get university to listen on Gaza,08/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Pro-Palestinian protesters target Zara stores in London's West End,23/12/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Netanyahu says Israel must retain control of security in Gaza after the war,05/12/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Blinken says 'gaps are narrowing' over Gaza ceasefire and hostage release,21/03/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Pentagon says US warship among ships attacked in Red Sea,03/12/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Bodies of three hostages killed at October 7th music festival recovered in Gaza,17/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Netanyahu agrees to send officials to US to discuss prospective Rafah operation,18/03/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Broadcast journalists send open letter calling for foreign media access to Gaza,28/02/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Houthis claim attack which damaged UK-registered cargo ship,19/02/24,,,,,,
Ireland,Breaking News,Pro-Palestine,US and UK carry out fresh strikes on Houthis,23/01/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Israeli air strikes hit Gaza refugee camp as ground troops fight Hamas militants,31/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,"Trump draws ire for saying Jews who vote for Democrats hate their religion, Israel",19/03/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Israeli air strikes pound Gaza as efforts made to break deadlock on aid,17/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Two Israeli soldiers killed in West Bank car-ramming attack,30/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Sinn Féin says it will use St Patrick's Day US trip to push for peace,24/01/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Donald Trump tells Israel to 'get back to peace and stop killing people',04/04/24,,,,,,
Ireland,Breaking News,Pro-Palestine,"Israeli ceasefire proposal failed to meet Palestinian demands, says Hamas",09/04/24,,,,,,
Ireland,Breaking News,Pro-Palestine,"'Dignity and compassion' should be crucial to immigration system, says MEP candidate",06/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Red Sea attacks force rerouting of vessels and disrupt vital supply chains,18/12/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Missile strikes US-owned ship off coast of Yemen in Gulf of Aden,15/01/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Protesters call for expulsion of Israeli ambassador in Dublin,15/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,"Israel severs Gaza in two as Palestinian death toll 'passes 10,000 mark'",06/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Pro-Palestinian protesters set up encampments at universities in Australia,03/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Stormont to hear call for immediate ceasefire in Gaza,06/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Boris Johnson: Shameful to call for UK to end arms sales to Israel,06/04/24,,,,,,
Ireland,Breaking News,Pro-Palestine,ICJ to rule on South Africa's case alleging Israeli genocide in Gaza,26/01/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Tánaiste describes scenes in Gaza as 'devastating and catastrophic',20/02/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Israel's military says it mistakenly killed three Israeli hostages in Gaza,15/12/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Palestinian Ambassador says Ireland should have already recognised Palestine,10/04/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Deadly attack on Israeli army in Gaza kills at least 21 soldiers,23/01/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Palestinians leave one of Gaza's main hospitals after weeks of heavy fighting,14/02/24,,,,,,
Ireland,Breaking News,Pro-Palestine,UN agency says urgent ceasefire in Gaza 'matter of life and death' for millions,31/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Appeal for information on two men after rodents thrown into McDonald's restaurants,01/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Crew abandon ship 'attacked by Yemen's Houthi rebels',06/03/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Ireland basketball team refuse handshake with Israel after anti-Semitism allegation,09/02/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Israel signals major combat in northern Gaza is over as it switches focus,07/01/24,,,,,,
Ireland,Breaking News,Pro-Palestine,UN Security Council vote on Gaza humanitarian resolution delayed again,19/12/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Netanyahu rules out Gaza ceasefire as Blinken urges more civilian protection,03/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Greta Thunberg joins pro-Palestine protests in Malmo,09/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Israel recalls ambassador to South Africa ahead of vote on embassy's fate,21/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,"Death toll in Gaza rises above 25,000, Palestinian officials say",21/01/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Palestinian flag taken down from Leinster House,31/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Pressure over ceasefire grows as conditions worsen for Palestinians in Gaza,06/03/24,,,,,,
Ireland,Breaking News,Pro-Palestine,US leaders invite Netanyahu to address Congress,31/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Minister says it is important for EU to speak with 'one voice' over Gaza conflict,27/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,More than 90 Palestinians killed as Israeli strikes hit two homes,23/12/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Blinken tries to build support for planning a post-war future for Gaza,04/11/23,,,,,,
Ireland,Breaking News,Pro-Palestine,Palestinians killed in West Bank amid violence surge,13/03/24,,,,,,
Ireland,Breaking News,Pro-Palestine,Harris: Ireland is moving closer to formally recognising the state of Palestine,09/05/24,,,,,,
Ireland,Breaking News,Pro-Palestine,BBC 'welcomes' scrutiny of Israel-Hamas conflict coverage,17/10/23,,,,,,
Ireland,Breaking News,Pro-Palestine,"Not the policy of the Irish Government to engage in boycotts, says Taoiseach",12/03/24,,,,,,
Ireland,Breaking News,Pro-Palestine,"Death toll in Gaza 'passes 27,000'",01/02/24,Pro-Palestine," Highlights the severe human toll in Gaza, evoking sympathy for Palestinians.",,,,
Ireland,Breaking News,Pro-Palestine,Harris: Israel is misrepresenting views of Irish people on Palestine,23/05/24,Pro-Palestine, Criticizes Israel for allegedly misrepresenting the views of Irish people on Palestine.,,,,
Ireland,Breaking News,Pro-Palestine,Ireland and three EU countries agree to work towards Palestinian state recognition,22/03/24,Pro-Palestine, Supports efforts by Ireland and three EU countries to recognize Palestinian statehood.,,,,
Ireland,Breaking News,Pro-Palestine,Israel claims to have killed top Hamas weapons manufacturer,08/11/23,Pro-Israel, Claims a successful targeted action against a Hamas weapons manufacturer.,,,,
Ireland,Breaking News,Pro-Palestine,Tánaiste welcomes EU decision to continue UNRWA funding,01/03/24,Pro-Palestine," Supports continued funding for UNRWA, which benefits Palestinians.",,,,
Ireland,Breaking News,Pro-Palestine,Catherine Martin says she feels 'revulsion' at deaths in Gaza,13/03/24,Pro-Palestine, Expresses strong negative emotions about the impact of the conflict on Gazans.,,,,
Ireland,Breaking News,Pro-Palestine,Von der Leyen does 'not speak for Ireland' on Israel-Hamas conflict,16/10/23,Neutral, Comments on the lack of representation by a specific leader concerning the conflict.,,,,
Ireland,Breaking News,Pro-Palestine,"Ministers not told of any Irish citizens leaving by Rafah crossing, Martin says",01/11/23,Neutral, Reports on the lack of information regarding the evacuation of Irish citizens.,,,,
Ireland,Breaking News,Pro-Palestine,Israel increases strikes on Gaza as two more hostages freed,24/10/23,Pro-Israel, Suggests a successful military operation with the freeing of hostages.,,,,
Ireland,Breaking News,Pro-Palestine,Gaza civilians have few places to seek safety as fighting halts aid delivery,06/12/23,Pro-Palestine," Highlights the lack of safety for Gaza civilians, implying criticism of Israeli tactics.",,,,
Ireland,Breaking News,Pro-Palestine,"Politics watch: Election battlelines, Ukrainian refugees, Israel-Hamas war",20/11/23,Neutral, Summarizes various geopolitical issues related to the war without apparent bias.,,,,
Ireland,Breaking News,Pro-Palestine,Netanyahu orders evacuation of Rafah ahead of expected ground invasion,09/02/24,Pro-Israel, Describes a preemptive military action in Gaza as a defensive measure.,,,,
Ireland,Breaking News,Pro-Palestine,"Bethlehem 'without Christmas trees, without lights' due to Israel-Hamas war",24/12/23,Pro-Palestine, Depicts the impact of the conflict on local traditions in Bethlehem.,,,,
Ireland,Breaking News,Pro-Palestine,Biden vows 'ironclad' support for Israel amid Iran attack fears,11/04/24,Pro-Israel, Declares strong support for Israel's security measures.,,,,
Ireland,Breaking News,Pro-Palestine,UN chief urges resumed funding of aid agency after Hamas attack claims,28/01/24,Neutral," Discusses the funding of an aid agency in response to attacks, without a clear bias.",,,,
Ireland,Breaking News,Pro-Palestine,Israeli forces raid Gaza's largest hospital with hundreds of patients stranded,15/11/23,Pro-Palestine," Reports on a raid on a hospital by Israeli forces, likely viewed negatively.",,,,
Ireland,Breaking News,Pro-Palestine,Israel bombs Gaza and prepares for invasion as Biden urges 'path to peace,25/10/23,Pro-Israel, Frames Israel's military actions as preparation for peace.,,,,
Ireland,Breaking News,Pro-Palestine,"We can't rush to judgment on who was behind Gaza hospital blast, says Sunak",18/10/23,Neutral," Discusses the need for careful assessment of an incident, advocating for a cautious approach.",,,,
Ireland,Breaking News,Pro-Palestine,Sunak says 'terrorism must not prevail' as he meets allies in Sweden,13/10/23,Pro-Israel, Emphasizes the rejection of terrorism and the solidarity with allies.,,,,
Ireland,Breaking News,Pro-Palestine,"Sanctions against Israel not 'off the table', Tánaiste says",27/05/24,Pro-Palestine," Indicates openness to sanctions against Israel, suggesting accountability.",,,,
Ireland,Breaking News,Pro-Palestine,Tánaiste urges tough sanctions on extremist West Bank settlers if violence goes on,29/12/23,Pro-Palestine," Advocates for strong actions against extremist settlers, highlighting issues of violence.",,,,
Ireland,Breaking News,Pro-Palestine,Israeli military expands Gaza ground offensive into urban refugee camps,26/12/23,Pro-Israel," Reports on the expansion of military operations, suggesting defensive posture.",,,,
Ireland,Breaking News,Pro-Palestine,US and Israel 'discuss scaling back Gaza combat but say fight will take months',15/12/23,Neutral," Details ongoing military discussions about combat operations, indicating a strategic dialogue.",,,,
Ireland,Breaking News,Pro-Palestine,Palestinians return to Khan Younis after Israel withdraws troops,08/04/24,Pro-Palestine," Notes the return of Palestinians to their homes after military withdrawal, suggesting a relief scenario.",,,,
Ireland,Breaking News,Pro-Palestine,"Israeli drone strikes car in southern Lebanon, killing Hamas member",13/03/24,Pro-Israel," Reports a military strike against a Hamas member, aligning with defense narratives.",,,,
Ireland,Breaking News,Pro-Palestine,Israel says it will open border crossing in northern Gaza to help flow of aid,05/04/24,Pro-Palestine, Promotes humanitarian aid efforts in Gaza.,,,,
Ireland,Breaking News,Pro-Palestine,Bill Clinton describes Israel-Hamas conflict as 'heartbreaking',16/11/23,Neutral, Comments on the emotional impact of the Israel-Hamas conflict.,,,,
Ireland,Breaking News,Pro-Palestine,Hamas frees two women as US advises delaying invasion to allow talks on captives,23/10/23,Neutral, Discusses US diplomatic efforts to delay military actions for negotiation.,,,,
Ireland,Breaking News,Pro-Palestine,Rachel Riley reflects on New Year's Eve feeling 'sombre' amid Gaza conflict,01/01/24,Neutral, Reflects on the somber mood amidst the Gaza conflict.,,,,
Ireland,Breaking News,Pro-Palestine,Morgue at Gaza's biggest hospital overflows as Israeli attacks intensify,12/10/23,Pro-Palestine, Highlights the dire situation in Gaza's hospitals due to Israeli attacks.,,,,
Ireland,Breaking News,Pro-Palestine,"Israeli ground operation in Gaza being expanded, military says",28/10/23,Pro-Israel, Describes the expansion of Israeli military operations in Gaza.,,,,
Ireland,Breaking News,Pro-Palestine,EU ship leaving for Gaza as test of new humanitarian corridor,08/03/24,Neutral, Discusses humanitarian efforts by the EU in Gaza.,,,,
Ireland,Breaking News,Pro-Palestine,Eamon Ryan says South Africa has made 'irrefutable' points on Gaza conflict,10/01/24,Pro-Palestine, Eamon Ryan's statement supports South Africa's perspective on the Gaza conflict.,,,,
Ireland,Breaking News,Pro-Palestine,Police probe report of person dressed as Hamas militant during Derry Halloween event,01/11/23,Others, Covers a local event where a person dressed as a Hamas militant.,,,,
Ireland,Breaking News,Pro-Palestine,Israeli president says country 'cannot leave a vacuum' in Gaza,16/11/23,Pro-Israel, Asserts Israel's stance on maintaining control over its territory.,,,,
Ireland,Breaking News,Pro-Palestine,Police arrive at Malmo's main square before Eurovision protests,09/05/24,Others, Relates to a police presence at a public event not directly tied to the conflict.,,,,
Ireland,Breaking News,Pro-Palestine,US defence secretary and Israeli leaders discuss more targeted approach in Gaza,18/12/23,Pro-Israel, Discusses a strategic military discussion involving the US and Israeli leaders.,,,,
Ireland,Breaking News,Pro-Palestine,Israel pulls troops from southern Gaza but says 'we are far from stopping' war,07/04/24,Neutral, Reports on military developments without explicit bias.,,,,
Ireland,Breaking News,Pro-Palestine,UK and Jordan drop aid supplies to Gaza City hospital,22/02/24,Neutral, Discusses humanitarian aid efforts in Gaza.,,,,
Ireland,Breaking News,Pro-Palestine,Bambie Thug accuses Israeli broadcaster of rule break after rehearsals no-show,11/05/24,Others, Entertainment-related incident not directly tied to the conflict narrative.,,,,
Ireland,Breaking News,Pro-Palestine,Pentagon orders US aircraft carrier to remain in Mediterranean near Israel,15/12/23,Neutral, Relates to US military strategy in the region.,,,,
Ireland,Breaking News,Pro-Palestine,Arnold Schwarzenegger says love will always conquer hatred amid Israel-Hamas war,07/11/23,Neutral, Expresses a general hope for peace unrelated directly to conflict specifics.,,,,
Ireland,Breaking News,Pro-Palestine,Our bodies hurt from crying' say family of Irish-Israeli girl feared kidnapped,13/11/23,Others, Personal reflection from a family affected by the conflict.,,,,
Ireland,Breaking News,Pro-Palestine,What war crimes laws apply to the Israel-Palestinian conflict?,12/10/23,Neutral, Discusses legal aspects of the Israel-Palestinian conflict.,,,,
Ireland,Breaking News,Pro-Palestine,US lawmakers approve multibillion-dollar aid package for Ukraine and Israel,20/04/24,Neutral, Legislative action involving aid which includes Israel.,,,,
Ireland,Breaking News,Pro-Palestine,"Why Gaza's Rafah border crossing matters, and why Egypt is keeping it shut",17/10/23,Neutral, Discusses the geopolitical significance of the Rafah border crossing.,,,,
Ireland,Breaking News,Pro-Palestine,No UEFA competition matches to be played in Israel 'until further notice',19/10/23,Neutral, Relates to sports events affected by the conflict.,,,,
Ireland,Breaking News,Pro-Palestine,Family and friends recall 'selfless' aid workers killed in Israeli airstrike,02/04/24,Pro-Palestine, Recalls the deaths of aid workers due to an Israeli airstrike.,,,,
Ireland,Breaking News,Pro-Palestine,Protest outside ambassador's house over US veto of Gaza ceasefire resolution,12/12/23,Neutral, Discusses political reactions to a US veto over a Gaza ceasefire.,,,,
Ireland,Breaking News,Pro-Palestine,Fire from Lebanon kills Israelis as Israel-Hamas war rages for 100th day,14/01/24,Neutral, Reports on casualties from cross-border fire.,,,,
Ireland,Breaking News,Pro-Palestine,Houthi leader vows more attacks on ships despite US and UK strikes,18/01/24,Neutral, Discusses broader regional security concerns involving the Houthi rebels and US/UK responses.,,,,
Ireland,Breaking News,Pro-Palestine,Netanyahu rejects calls for ceasefire as battle continues with 'full force',11/11/23,Pro-Israel, Netanyahu's rejection of ceasefire proposals emphasizing continued military action.,,,,
Ireland,Breaking News,Pro-Palestine,"Israel replacing reason with revenge, says Simon Harris",16/04/24,Pro-Palestine, Criticizes Israel's retaliatory actions as excessive.,,,,
Ireland,Breaking News,Pro-Palestine,Israel tells top UN court it is doing all it can to protect civilians in Gaza,17/05/24,Neutral, Israel's communication to an international body about its defensive measures.,,,,
Ireland,Breaking News,Pro-Palestine,Premature babies evacuated from Shifa Hospital ‚Äì WHO,19/11/23,Pro-Palestine, Discusses the humanitarian impact on infants in Gaza hospitals.,,,,
Ireland,Breaking News,Pro-Palestine,Israel releases more Palestinian prisoners on sixth day of Gaza truce,30/11/23,Neutral, Israel's release of prisoners as part of truce negotiations.,,,,
Ireland,Breaking News,Pro-Palestine,"Europe could be doing a 'hell of a lot more' to reach ceasefire in Gaza, says Taoiseach",28/05/24,Pro-Palestine, Calls for more international effort to reach a ceasefire in Gaza.,,,,
Ireland,Breaking News,Pro-Palestine,Israel singer Eden Golan makes Eurovision final,09/05/24,Others, Mentions an Israeli singer reaching a music competition final.,,,,
Ireland,Breaking News,Pro-Palestine,EU digital chief warns Musk over misinformation on X about Israel-Hamas war,10/10/23,Others, Discusses the spread of misinformation on social media about the conflict.,,,,
Ireland,Breaking News,Pro-Palestine,Dáil motion to expel Israeli ambassador defeated,15/11/23,Neutral, Relates to a failed political motion regarding diplomatic relations.,,,,
Ireland,Breaking News,Pro-Palestine,Israel closes airspace as it braces for Iranian drone attack,13/04/24,Pro-Israel, Precautionary measures against potential Iranian threats.,,,,
Ireland,Breaking News,Pro-Palestine,Israel hails 'success' in blocking Iran's unprecedented attack,14/04/24,Pro-Israel, Celebrates a defensive success against Iran.,,,,
Ireland,Breaking News,Pro-Palestine,Martin says Ireland will recognise Palestinian statehood,09/04/24,Pro-Palestine, Declaration of support for Palestinian statehood by an Irish official.,,,,
Ireland,Breaking News,Pro-Palestine,Thousands flee Gaza's main hospital but hundreds still trapped by fighting,13/11/23,Pro-Palestine, Highlights the dire situation in Gaza's main hospital amid ongoing fighting.,,,,
Ireland,Breaking News,Pro-Palestine,UN relief agency sacks staff accused of taking part in Hamas attack on Israel,26/01/24,Pro-Israel, Action taken against UN staff accused of bias.,,,,
Ireland,Breaking News,Pro-Palestine,Jordan's air defence ready to down any Iranian aircraft that violates airspace,13/04/24,Neutral, Discusses regional defense postures concerning airspace violations.,,,,
Ireland,Breaking News,Pro-Palestine,Israel's allies demand answers after airstrike kills aid workers in Gaza,03/04/24,Pro-Palestine, Inquiries into casualties involving aid workers in Gaza.,,,,
Ireland,Breaking News,Pro-Palestine,Israeli shelling along Lebanon border kills one journalist and injures six,13/10/23,Neutral, Reports a fatal incident along the Lebanon border.,,,,
Ireland,Breaking News,Pro-Palestine,Ireland to intervene in South Africa's genocide case against Israel,27/03/24,Pro-Palestine, Ireland's involvement in an international legal case against Israel.,,,,
Ireland,Breaking News,Pro-Palestine,Israel agrees to revise Eurovision song lyrics evoking Hamas attack,03/03/24,Others, Modification of song lyrics for a contest to avoid political sensitivities.,,,,
Ireland,Breaking News,Pro-Palestine,"Animals in Gaza are starving, say volunteers",03/01/24,Pro-Palestine, Highlights the severe conditions for animals in Gaza.,,,,
Ireland,Breaking News,Pro-Palestine,Israeli jets hit Gaza targets after week-long truce expires,01/12/23,Pro-Israel, Reports on military actions following the end of a truce.,,,,
Ireland,Breaking News,Pro-Palestine,Truce in Gaza extended but talks over remaining Hamas hostages could get tougher,30/11/23,Neutral, Discusses ongoing negotiations about hostages between Israel and Hamas.,,,,
Ireland,Breaking News,Pro-Palestine,Famine imminent' in northern Gaza as 70% face 'catastrophic hunger',18/03/24,Pro-Palestine, Highlights the severe humanitarian crisis in northern Gaza.,,,,
Ireland,Breaking News,Pro-Palestine,UN General Assembly approves resolution granting Palestine new rights,10/05/24,Pro-Palestine, UN's approval of a resolution favoring Palestinian rights.,,,,
Ireland,Breaking News,Pro-Palestine,Israel gives most detailed warning yet to Hezbollah as Gaza war hits four months,03/02/24,Neutral, Israel's security preparations against potential threats from Hezbollah.,,,,
Ireland,Breaking News,Pro-Palestine,UN to vote on call demanding halt to Red Sea attacks,10/01/24,Neutral, UN's involvement in regional security issues.,,,,
Ireland,Breaking News,Pro-Palestine,Taoiseach says Israel's actions in Gaza not self-defence and 'approaching revenge',03/11/23,Pro-Palestine, Critiques Israel's justification for its military actions in Gaza.,,,,
Ireland,Breaking News,Pro-Palestine,"Patients, including babies, stranded as battles rage around Gaza hospitals",13/11/23,Pro-Palestine, Describes the desperate conditions in Gaza hospitals.,,,,
Ireland,Breaking News,Pro-Palestine,International court prosecutor to intensify inquiries in Palestinian territories,03/12/23,Pro-Palestine, International legal actions concerning the Israel-Palestine conflict.,,,,
Ireland,Breaking News,Pro-Palestine,Egypt's border crossing opens to let trickle of desperately needed aid into Gaza,22/10/23,Pro-Palestine, Opens a critical aid route into Gaza.,,,,
Ireland,Breaking News,Pro-Palestine,UN demands ceasefire in Gaza during Muslim holy month of Ramadan,25/03/24,Pro-Palestine, Calls for a ceasefire during a significant religious period.,,,,
Ireland,Breaking News,Pro-Palestine,Truce deal raises hopes hostages will be freed in Gaza,22/11/23,Neutral, Discusses potential outcomes of truce negotiations.,,,,
Ireland,Breaking News,Pro-Palestine,Killing of senior Hamas figure raises fears Middle East conflict could expand,03/01/24,Neutral, Discusses potential escalation of the Middle East conflict.,,,,
Ireland,Breaking News,Pro-Palestine,Macron opens Gaza aid conference with appeal to Israel to protect civilians,09/11/23,Pro-Palestine, Calls for Israel to ensure civilian protection at an international conference.,,,,
Ireland,Breaking News,Pro-Palestine,Protesters mob Keir Starmer's car in anger at his stance on Israel-Hamas war,31/10/23,Neutral, Public protest against a political figure's stance on the conflict.,,,,
Ireland,Breaking News,Pro-Palestine,Protest marches by thousands in Europe demand halt to Israeli bombing of Gaza,04/11/23,Pro-Palestine, Demonstrations demanding an end to Israeli military actions.,,,,
Ireland,Breaking News,Pro-Palestine,Israel's military says it targeted 'Hamas compound' in a school,06/06/24,Pro-Israel, Reports on military targeting within Gaza.,,,,
Ireland,Breaking News,Pro-Palestine,Taoiseach to raise plan for Gaza with Biden,13/03/24,Neutral, Plans for international discussions on Gaza.,,,,
Ireland,Breaking News,Pro-Palestine,Hamas 'generally positive' over Gaza ceasefire proposal ‚Äì Qatari prime minister,06/02/24,Neutral, Discusses a ceasefire proposal's reception.,,,,
Ireland,Breaking News,Pro-Palestine,Aid groups describe 'unimaginable' situation in packed Gaza hospitals,25/03/24,Pro-Palestine, Describes dire conditions in Gaza hospitals.,,,,
Ireland,Breaking News,Pro-Palestine,Expelling Israeli ambassador would push Ireland to 'margins of international opinion',15/11/23,Pro-Palestine, Criticizes potential diplomatic isolation due to expelling an ambassador.,,,,
Ireland,Breaking News,Pro-Palestine,Biden tells Israel to protect aid workers and reach Gaza ceasefire,04/04/24,Pro-Palestine, Urges protective measures for aid workers and a ceasefire.,,,,
