,Country,News Publisher,Country Stance,Headline,Date,Headline Stance,parsed_dates
9375,Ireland,Breaking News,Pro-Palestine,Netanyahu says Israel will return to table for ceasefire talks with Hamas,29/03/24,,2024-03-29
9376,Ireland,Breaking News,Pro-Palestine,How Yemeni Houthi rebel attacks on ships in the Red Sea are hurting global trade,12/01/24,,2024-12-01
9377,Ireland,Breaking News,Pro-Palestine,Israeli military warns Palestinians not to return to war-torn northern Gaza,15/04/24,,2024-04-15
9378,Ireland,Breaking News,Pro-Palestine,US imposes sanctions on money exchange services funding Houthi rebels,29/12/23,,2023-12-29
9379,Ireland,Breaking News,Pro-Palestine,Israel-Hamas ceasefire resumes after second release of prisoners and hostages,26/11/23,,2023-11-26
9380,Ireland,Breaking News,Pro-Palestine,Israeli hostage crisis in Hamas-ruled Gaza becomes political trap for Netanyahu,08/10/23,,2023-08-10
9381,Ireland,Breaking News,Pro-Palestine,"Airstrike kills 12, mostly children, in Gaza area declared safe zone by Israel",04/01/24,,2024-04-01
9382,Ireland,Breaking News,Pro-Palestine,Tánaiste urges Israel 'to show humanity' and allow more aid into Gaza,28/03/24,,2024-03-28
9383,Ireland,Breaking News,Pro-Palestine,Dáil suspended after protesters interrupt statements on Palestine,28/05/24,,2024-05-28
9384,Ireland,Breaking News,Pro-Palestine,International Criminal Court seeks arrest warrant for Netanyahu and Hamas chiefs,20/05/24,,2024-05-20
9385,Ireland,Breaking News,Pro-Palestine,Numbers show deadly toll of Israel-Hamas war,29/10/23,,2023-10-29
9386,Ireland,Breaking News,Pro-Palestine,Taoiseach urged to boycott White House visit over Biden's stance on Israel-Hamas war,12/01/24,,2024-12-01
9387,Ireland,Breaking News,Pro-Palestine,Israeli strikes continue near Gaza's Rafah,28/05/24,,2024-05-28
9388,Ireland,Breaking News,Pro-Palestine,Police dismantle students' pro-Palestinian tent encampment in Massachusetts,10/05/24,,2024-10-05
9389,Ireland,Breaking News,Pro-Palestine,President Higgins says response to Gaza conflict must respect international law,09/10/23,,2023-09-10
9390,Ireland,Breaking News,Pro-Palestine,Pelosi: Netanyahu 'couldn't have done things worse' in Gaza conflict,28/04/24,,2024-04-28
9391,Ireland,Breaking News,Pro-Palestine,"Israel and Hamas agree four-day truce, 50 hostages to go free",22/11/23,,2023-11-22
9392,Ireland,Breaking News,Pro-Palestine,"Sinn Féin's call for expulsion of Israeli ambassador 'irresponsible and reckless', TD says",06/11/23,,2023-06-11
9393,Ireland,Breaking News,Pro-Palestine,Very clear majority but not unanimity' in EU for Gaza ceasefire ‚Äì Varadkar,15/12/23,,2023-12-15
9394,Ireland,Breaking News,Pro-Palestine,Ofcom gets 373 complaints about GB News's Gaza-Israel conflict coverage,08/11/23,,2023-08-11
9395,Ireland,Breaking News,Pro-Palestine,World Central Kitchen workers killed by Israeli strikes in Gaza to be honoured,25/04/24,,2024-04-25
9396,Ireland,Breaking News,Pro-Palestine,Dublin Lord Mayor criticised over meeting with Israeli ambassador,22/11/23,,2023-11-22
9397,Ireland,Breaking News,Pro-Palestine,US forces shoot down ballistic missiles in Red Sea,31/12/23,,2023-12-31
9398,Ireland,Breaking News,Pro-Palestine,Israeli ground forces 'battling Hamas in the depths of Gaza City',07/11/23,,2023-07-11
9399,Ireland,Breaking News,Pro-Palestine,UN report says 282 million people faced acute hunger in 2023,25/04/24,,2024-04-25
9400,Ireland,Breaking News,Pro-Palestine,"US ship with equipment to build pier on way to Gaza, part of plan to ramp up aid",10/03/24,,2024-10-03
9401,Ireland,Breaking News,Pro-Palestine,Netanyahu says he has told US he opposes Palestinian state in postwar scenario,18/01/24,,2024-01-18
9402,Ireland,Breaking News,Pro-Palestine,Michael Gove mobbed by pro-Palestinian protesters,11/11/23,,2023-11-11
9403,Ireland,Breaking News,Pro-Palestine,Israel 'reassessing diplomatic relations with Turkey' over Erdogan comments,28/10/23,,2023-10-28
9404,Ireland,Breaking News,Pro-Palestine,Paddy Cosgrave returns as Web Summit chief executive,08/04/24,,2024-08-04
9405,Ireland,Breaking News,Pro-Palestine,Mohamed Salah 'shares pain' of grieving families amid Israel-Hamas war,25/12/23,,2023-12-25
9406,UK,BBC,Pro-Israel,Is a Gaza ceasefire deal in sight?,2024-02-28T22:22:35.000Z,,2024-02-28
9407,UK,BBC,Pro-Israel,Journalists call for foreign media access to Gaza in open letter,2024-02-28T20:06:38.000Z,,2024-02-28
9408,UK,BBC,Pro-Israel,Joe Biden wins Michigan primary despite sizeable Gaza protest vote,2024-02-28T19:33:57.000Z,,2024-02-28
9409,UK,BBC,Pro-Israel,"Marches will continue, pro-Palestinian groups tell James Cleverly",2024-02-28T17:00:59.000Z,,2024-02-28
9410,UK,BBC,Pro-Israel,Uncommitted' protest vote in Michigan primary is warning Biden cannot ignore,2024-02-28T16:37:28.000Z,,2024-02-28
9411,UK,BBC,Pro-Israel,Gaza: States calls for 'immediate suspension' to hostilities,2024-02-28T08:30:08.000Z,,2024-02-28
9412,UK,BBC,Pro-Israel,Israel-Gaza peace mural in east London defaced,2024-02-28T06:36:27.000Z,,2024-02-28
9413,UK,BBC,Pro-Israel,Israel-Gaza war: Netanyahu and Biden spar over support for conflict,2024-02-27T21:16:09.000Z,,2024-02-27
9414,UK,BBC,Pro-Israel,Gazans in survival mode with cold nights and food rations,2024-02-27T21:01:02.000Z,,2024-02-27
9415,UK,BBC,Pro-Israel,Israel Gaza: Biden hopes for ceasefire by next week,2024-02-27T19:20:02.000Z,,2024-02-27
9416,UK,BBC,Pro-Israel,Gaza Strip in maps: How life has changed,2024-02-27T15:30:31.000Z,,2024-02-27
9417,UK,BBC,Pro-Israel,SNP accuses Lindsay Hoyle of 'effectively lying' over Gaza debate,2024-02-27T15:22:27.000Z,,2024-02-27
9418,UK,BBC,Pro-Israel,Hamas hostages: Stories of the people taken from Israel,2024-02-27T14:01:06.000Z,,2024-02-27
9419,UK,BBC,Pro-Israel,Israel-Gaza war: MPs call for protest organisers to give longer notice period,2024-02-27T06:00:43.000Z,,2024-02-27
9420,UK,BBC,Pro-Israel,Aaron Bushnell: US airman dies after setting himself on fire outside Israeli embassy in Washington,2024-02-26T23:14:23.000Z,,2024-02-26
9421,UK,BBC,Pro-Israel,Who will call me Dad?' Tears of Gaza father who lost 103 relatives,2024-02-26T21:01:00.000Z,,2024-02-26
9422,UK,BBC,Pro-Israel,Palestinian Authority PM Shtayyeh resigns citing new 'reality' in Gaza,2024-02-26T18:47:12.000Z,,2024-02-26
9423,UK,BBC,Pro-Israel,Lindsay Hoyle rejects SNP request for emergency Gaza debate,2024-02-26T17:07:52.000Z,,2024-02-26
9424,UK,BBC,Pro-Israel,Charlotte Church denies antisemitism after pro-Palestinian chant,2024-02-26T16:18:24.000Z,,2024-02-26
9425,UK,BBC,Pro-Israel,SNP to push for fresh Gaza debate after Commons vote chaos,2024-02-26T15:22:55.000Z,,2024-02-26
9426,UK,BBC,Pro-Israel,How the Gaza conflict is contorting UK politics,2024-02-26T13:00:34.000Z,,2024-02-26
9427,UK,BBC,Pro-Israel,"Red Sea attacks delaying goods and pushing up costs, firms say",2024-02-26T09:53:43.000Z,,2024-02-26
9428,UK,BBC,Pro-Israel,Gaza children searching for food to keep families alive,2024-02-26T00:32:43.000Z,,2024-02-26
9429,UK,BBC,Pro-Israel,Israel mulls ceasefire plan as progress reported,2024-02-25T14:55:11.000Z,,2024-02-25
9430,UK,BBC,Pro-Israel,Tower Bridge reopens after pro-Palestine march,2024-02-25T10:46:39.000Z,,2024-02-25
9431,UK,BBC,Pro-Israel,Gaza desperately needs more aid but agencies can't cope,2024-02-24T10:45:56.000Z,,2024-02-24
9432,UK,BBC,Pro-Israel,Israel's PM Netanyahu lays out Gaza plan for after the war,2024-02-23T20:01:32.000Z,,2024-02-23
9433,UK,BBC,Pro-Israel,Israel's Eurovision entry under scrutiny over alleged reference to Hamas,2024-02-23T10:10:06.000Z,,2024-02-23
9434,UK,BBC,Pro-Israel,Gaza family takes legal action against Home Office over visas,2024-02-23T04:41:42.000Z,,2024-02-23
9435,UK,BBC,Pro-Israel,"Anti-Muslim cases surge in UK since Hamas attacks, charity finds",2024-02-22T21:50:27.000Z,,2024-02-22
9436,UK,BBC,Pro-Israel,"UK-owned ship damaged in Houthi missile attack off Yemen, US says",2024-02-22T20:29:11.000Z,,2024-02-22
9437,UK,BBC,Pro-Israel,Walled site grows at Egypt border near Gaza,2024-02-22T19:16:30.000Z,,2024-02-22
9438,UK,BBC,Pro-Israel,Israel-Gaza: On board the plane evacuating injured Palestinians,2024-02-22T15:59:05.000Z,,2024-02-22
9439,UK,BBC,Pro-Israel,Palestinian gunmen kill Israeli man near West Bank settlement,2024-02-22T14:45:35.000Z,,2024-02-22
9440,UK,BBC,Pro-Israel,How the row over Commons Speaker Sir Lindsay Hoyle unfolded,2024-02-22T14:35:29.000Z,,2024-02-22
9441,UK,BBC,Pro-Israel,Sir Lindsay Hoyle's Chorley constituents react to Gaza vote row,2024-02-22T12:35:32.000Z,,2024-02-22
9442,UK,BBC,Pro-Israel,Speaker Lindsay Hoyle feared for MPs' safety before Gaza vote,2024-02-22T12:31:37.000Z,,2024-02-22
9443,UK,BBC,Pro-Israel,Who is the Speaker of the House of Commons and what do they do?,2024-02-22T11:43:35.000Z,,2024-02-22
9444,UK,BBC,Pro-Israel,Sir Lindsay Hoyle: Speaker accused of 'party politics' over Gaza vote,2024-02-22T09:57:47.000Z,,2024-02-22
9445,UK,BBC,Pro-Israel,Gaza ceasefire vote: Commons debate descends into chaos,2024-02-21T22:46:58.000Z,,2024-02-21
9446,UK,BBC,Pro-Israel,Israel-Gaza: UK aid supplies air-dropped into Gaza for first time,2024-02-21T22:37:58.000Z,,2024-02-21
9447,UK,BBC,Pro-Israel,Israeli report says Hamas sexual violence 'systematic and intentional',2024-02-21T20:04:04.000Z,,2024-02-21
9448,UK,BBC,Pro-Israel,Row after Commons Speaker Lindsay Hoyle picks Labour Gaza motion,2024-02-21T17:09:02.000Z,,2024-02-21
9449,UK,BBC,Pro-Israel,"Dad, please don't go out': The Gazans killed as Israel freed hostages",2024-02-21T17:01:19.000Z,,2024-02-21
9450,UK,BBC,Pro-Israel,"Israeli missile strike on Damascus flat kills two, Syria says",2024-02-21T14:35:19.000Z,,2024-02-21
9451,UK,BBC,Pro-Israel,Israel Gaza: China condemns US veto of call for immediate ceasefire at UN,2024-02-21T11:01:03.000Z,,2024-02-21
9452,UK,BBC,Pro-Israel,Awkward choices for Labour over Gaza vote,2024-02-21T10:46:08.000Z,,2024-02-21
9453,UK,BBC,Pro-Israel,Labour calls for immediate humanitarian ceasefire in Gaza for first time,2024-02-21T09:18:13.000Z,,2024-02-21
9454,UK,BBC,Pro-Israel,WHO fears for remaining patients at Gaza's Nasser hospital,2024-02-21T07:44:00.000Z,,2024-02-21
9455,UK,BBC,Pro-Israel,Prince William: 'Too many killed' in Israel-Gaza war,2024-02-20T22:14:42.000Z,,2024-02-20
9456,UK,BBC,Pro-Israel,US vetoes call for immediate Gaza ceasefire at UN,2024-02-20T22:02:14.000Z,,2024-02-20
9457,UK,BBC,Pro-Israel,Israel-Gaza war: World Food Programme stops deliveries to northern Gaza,2024-02-20T19:16:03.000Z,,2024-02-20
9458,UK,BBC,Pro-Israel,Evacuating was a mistake': Israelis push to return to border homes,2024-02-20T06:01:09.000Z,,2024-02-20
9459,UK,BBC,Pro-Israel,Israel's Rafah deadline raises stakes as Ramadan approaches,2024-02-19T17:12:00.000Z,,2024-02-19
9460,UK,BBC,Pro-Israel,"Israeli PM 'missed chance' to cut off Hamas cash, says ex-spy chief",2024-02-19T17:04:09.000Z,,2024-02-19
9461,UK,BBC,Pro-Israel,Israel's economy shrinks more than expected on Gaza war,2024-02-19T17:01:16.000Z,,2024-02-19
9462,UK,BBC,Pro-Israel,Munich security talks marked by global 'lose-lose' anxiety,2024-02-19T02:53:23.000Z,,2024-02-19
9463,UK,BBC,Pro-Israel,Israel indicates March deadline for Gaza ground offensive in Rafah,2024-02-19T00:50:48.000Z,,2024-02-19
9464,UK,BBC,Pro-Israel,WHO says Gaza's Nasser hospital not functional after Israel raids,2024-02-18T20:19:44.000Z,,2024-02-18
9465,UK,BBC,Pro-Israel,Israel-Gaza war: Relief and guilt after Gazans find safety in Egypt,2024-02-18T17:02:14.000Z,,2024-02-18
9466,UK,BBC,Pro-Israel,Gaza doctors: 'We leave patients to scream for hours and hours',2024-02-18T17:02:01.000Z,,2024-02-18
9467,UK,BBC,Pro-Israel,Sir Keir Starmer calls for Gaza 'ceasefire that lasts',2024-02-18T16:30:28.000Z,,2024-02-18
9468,UK,BBC,Pro-Israel,West Bank Palestinians paying the price for Gaza war,2024-02-18T02:08:13.000Z,,2024-02-18
9469,UK,BBC,Pro-Israel,Israel-Gaza war: Latest ceasefire talks not very promising - Qatar,2024-02-17T22:18:29.000Z,,2024-02-17
9470,UK,BBC,Pro-Israel,Tens of thousands at pro-Palestinian march in London,2024-02-17T20:02:10.000Z,,2024-02-17
9471,UK,BBC,Pro-Israel,Israel Gaza war: Satellite images show construction on Egypt's border,2024-02-16T18:23:58.000Z,,2024-02-16
9472,UK,BBC,Pro-Israel,Gaza's Nasser hospital: Fears for patients as Israeli raid continues,2024-02-16T17:38:32.000Z,,2024-02-16
9473,UK,BBC,Pro-Israel,Nasser hospital in 'catastrophic' condition as Israeli troops raid,2024-02-15T20:29:54.000Z,,2024-02-15
9474,UK,BBC,Pro-Israel,Israel-Gaza war: Rafah images show huge blast craters close to camps,2024-02-15T18:47:25.000Z,,2024-02-15
9475,UK,BBC,Pro-Israel,Israel Gaza: Netanyahu vows to press ahead with Rafah offensive,2024-02-15T02:33:06.000Z,,2024-02-15
9476,UK,BBC,Pro-Israel,Israel launches deadly air strikes in Lebanon after rockets hit army base,2024-02-14T22:52:21.000Z,,2024-02-14
9477,UK,BBC,Pro-Israel,Tobias Ellwood says MPs are not 'fair game' after protest at home,2024-02-14T19:12:45.000Z,,2024-02-14
9478,UK,BBC,Pro-Israel,Israel orders evacuation of largest hospital in southern Gaza,2024-02-14T19:04:43.000Z,,2024-02-14
9479,UK,BBC,Pro-Israel,Israel Gaza: UN warns of 'slaughter' if Israel launches ground assault on Rafah,2024-02-14T05:39:39.000Z,,2024-02-14
9480,UK,BBC,Pro-Israel,France bans 28 Israeli settlers over West Bank violence,2024-02-13T19:17:50.000Z,,2024-02-13
9481,UK,BBC,Pro-Israel,Pro-Palestinian protests: Paraglider badge wearers found guilty,2024-02-13T15:52:43.000Z,,2024-02-13
9482,UK,BBC,Pro-Israel,Israel Gaza: Ceasefire talks resume as Rafah under fire,2024-02-13T14:56:43.000Z,,2024-02-13
9483,UK,BBC,Pro-Israel,Why can't Labour remove its former candidate from Rochdale ballot papers?,2024-02-13T12:09:44.000Z,,2024-02-13
9484,UK,BBC,Pro-Israel,Israel Gaza: Biden says Israel must protect vulnerable in Rafah,2024-02-13T12:05:54.000Z,,2024-02-13
9485,UK,BBC,Pro-Israel,Why special election to replace George Santos matters beyond New York,2024-02-13T03:21:15.000Z,,2024-02-13
9486,UK,BBC,Pro-Israel,Israel Gaza: Palestinians sheltering in Rafah fear impending offensive,2024-02-12T21:50:39.000Z,,2024-02-12
9487,UK,BBC,Pro-Israel,Gaza war: What we know about Israel's Rafah hostage rescue raid,2024-02-12T17:50:01.000Z,,2024-02-12
9488,UK,BBC,Pro-Israel,Israel to act on soldier misconduct after BBC investigation,2024-02-12T17:15:41.000Z,,2024-02-12
9489,UK,BBC,Pro-Israel,Dutch court orders halt to F-35 jet parts exports to Israel,2024-02-12T13:14:40.000Z,,2024-02-12
9490,UK,BBC,Pro-Israel,Israel rescues two hostages in Rafah amid deadly strikes,2024-02-12T11:50:24.000Z,,2024-02-12
9491,UK,BBC,Pro-Israel,Who are the released hostages?,2024-02-12T09:59:47.000Z,,2024-02-12
9492,UK,BBC,Pro-Israel,Israel-Gaza war: 'Violent' strikes reported in Gazan city of Rafah,2024-02-12T02:06:41.000Z,,2024-02-12
9493,UK,BBC,Pro-Israel,Israel-Gaza war: 'Violent' strikes reported in Gazan city of Rafah,2024-02-12T02:06:24.000Z,,2024-02-12
9494,UK,BBC,Pro-Israel,Israel-Gaza war: Death and Israel's search for 'total victory',2024-02-11T20:22:07.000Z,,2024-02-11
9495,UK,BBC,Pro-Israel,Netanyahu insists on Rafah offensive as warnings mount,2024-02-11T16:17:26.000Z,,2024-02-11
9496,UK,BBC,Pro-Israel,Lovelock Hostage Bridge to recognise Israeli hostages in Gaza,2024-02-11T16:16:51.000Z,,2024-02-11
9497,UK,BBC,Pro-Israel,Gaza residents surviving off animal feed and rice as food dwindles,2024-02-10T17:30:12.000Z,,2024-02-10
9498,UK,BBC,Pro-Israel,"Hind Rajab, 6, found dead in Gaza days after phone calls for help",2024-02-10T11:34:33.000Z,,2024-02-10
9499,UK,BBC,Pro-Israel,Netanyahu orders military to plan evacuations from Rafah,2024-02-10T01:37:30.000Z,,2024-02-10
9500,UK,BBC,Pro-Israel,Brown University students enter eighth day of hunger strike over Israel-Gaza,2024-02-09T21:27:16.000Z,,2024-02-09
9501,UK,BBC,Pro-Israel,"Israeli soldier videos from Gaza could breach international law, experts say",2024-02-09T19:53:55.000Z,,2024-02-09
9502,UK,BBC,Pro-Israel,Israel-Gaza war: US says it will not back unplanned Rafah offensive,2024-02-09T13:59:00.000Z,,2024-02-09
9503,UK,BBC,Pro-Israel,"Labour lost Muslim voters' trust over Gaza, says MP Shabana Mahmood",2024-02-09T13:01:39.000Z,,2024-02-09
9504,UK,BBC,Pro-Israel,Senate advances aid package for Ukraine and Israel,2024-02-08T19:01:42.000Z,,2024-02-08
9505,UK,BBC,Pro-Israel,Israel chooses Eurovision 2024 entrant amid calls for a boycott,2024-02-08T11:20:29.000Z,,2024-02-08
9506,UK,BBC,Pro-Israel,Exhibition of Palestinian art opens in central London,2024-02-08T06:12:23.000Z,,2024-02-08
9507,UK,BBC,Pro-Israel,Stabbing of US Palestinian a hate crime - Texas police,2024-02-08T02:33:52.000Z,,2024-02-08
9508,UK,BBC,Pro-Israel,We are surrounded': Guarding the Middle East's most dangerous border,2024-02-08T00:00:08.000Z,,2024-02-08
9509,UK,BBC,Pro-Israel,Gaza ceasefire: Israel's PM Benjamin Netanyahu rejects Hamas's proposed terms,2024-02-07T22:30:41.000Z,,2024-02-07
9510,UK,BBC,Pro-Israel,Israel-Gaza war: Hamas responds to ceasefire offer with 135-day truce plan,2024-02-07T15:39:53.000Z,,2024-02-07
9511,UK,BBC,Pro-Israel,"Time running out, British hostages' families warn",2024-02-07T15:32:25.000Z,,2024-02-07
9512,UK,BBC,Pro-Israel,Macron leads ceremony for French victims of Hamas attacks,2024-02-07T14:00:55.000Z,,2024-02-07
9513,UK,BBC,Pro-Israel,Syria says Israel bombed targets in Homs area,2024-02-07T00:28:55.000Z,,2024-02-07
9514,UK,BBC,Pro-Israel,Israel-Gaza war: Hamas responds to proposed Gaza ceasefire plan,2024-02-06T21:41:35.000Z,,2024-02-06
9515,UK,BBC,Pro-Israel,McDonald's sales dented by Israel-Gaza boycotts,2024-02-05T17:38:09.000Z,,2024-02-05
9516,UK,BBC,Pro-Israel,Israel-Gaza war: Unknown fate of six-year-old Hind Rajab trapped under fire,2024-02-05T17:07:31.000Z,,2024-02-05
9517,UK,BBC,Pro-Israel,Israel-Gaza war: Thousands join pro-Palestinian march in London,2024-02-03T14:54:27.000Z,,2024-02-03
9518,UK,BBC,Pro-Israel,What are routes out of this 'dangerous moment' in Middle East?,2024-02-03T14:45:06.000Z,,2024-02-03
9519,UK,BBC,Pro-Israel,Why did US wait to retaliate for drone attack on its troops?,2024-02-03T02:04:24.000Z,,2024-02-03
9520,UK,BBC,Pro-Israel,What we know about US retaliatory strikes in Iraq and Syria,2024-02-03T01:15:10.000Z,,2024-02-03
9521,UK,BBC,Pro-Israel,Confronting the Houthis: How powerful are Yemen's rebel rulers?,2024-02-03T00:10:15.000Z,,2024-02-03
9522,UK,BBC,Pro-Israel,US sanctions Iranian officials over cyber-attacks on water plants,2024-02-02T21:20:42.000Z,,2024-02-02
9523,UK,BBC,Pro-Israel,Western officials in protest over Israel Gaza policy,2024-02-02T12:56:13.000Z,,2024-02-02
9524,UK,BBC,Pro-Israel,Hostages freed after being held for nine hours at P&G plant in Turkey,2024-02-02T00:30:18.000Z,,2024-02-02
9525,UK,BBC,Pro-Israel,"US approves plan to strike Iranian targets in Syria and Iraq, officials say",2024-02-02T00:06:57.000Z,,2024-02-02
9526,UK,BBC,Pro-Israel,US sanctions Israeli settlers over West Bank violence,2024-02-01T22:48:07.000Z,,2024-02-01
9527,UK,BBC,Pro-Israel,US and UK strikes fail to slow Houthi attacks,2024-02-01T18:16:26.000Z,,2024-02-01
9528,UK,BBC,Pro-Israel,Doctors train in Bolton to save lives in the Israel-Gaza war,2024-02-01T17:04:25.000Z,,2024-02-01
9529,UK,BBC,Pro-Israel,Houthi Red Sea attacks: Group claims to have hit US container ship,2024-02-01T09:57:37.000Z,,2024-02-01
9530,UK,BBC,Pro-Israel,White House blames Iran-backed umbrella group for deadly drone strike,2024-02-01T03:00:28.000Z,,2024-02-01
9531,UK,BBC,Pro-Israel,Israelis tell British MPs of evidence of Hamas sexual violence,2024-01-31T23:26:12.000Z,,2024-01-31
9532,UK,BBC,Pro-Israel,Kataib Hezbollah: Iran-backed group suspends attacks against US after drone strike,2024-01-31T09:51:48.000Z,Others,2024-01-31
9533,UK,BBC,Pro-Israel,"Injured, hungry and alone - the Gazan children orphaned by war",2024-01-31T06:00:55.000Z,Pro-Palestine,2024-01-31
9534,UK,BBC,Pro-Israel,Israel Gaza: UN warning that aid system could collapse if UNRWA funding is withheld,2024-01-31T02:29:47.000Z,Pro-Palestine,2024-01-31
9535,UK,BBC,Pro-Israel,Hamas says it is studying proposal for new pause in Gaza fighting,2024-01-30T23:15:41.000Z,Pro-Palestine,2024-01-30
9536,UK,BBC,Pro-Israel,Biden says he has decided US response to Jordan attack,2024-01-30T20:58:11.000Z,Neutral,2024-01-30
9537,UK,BBC,Pro-Israel,"UK considering recognising Palestine state, Lord Cameron says",2024-01-30T18:18:18.000Z,Pro-Palestine,2024-01-30
9538,UK,BBC,Pro-Israel,Israeli forces kill three Palestinian fighters in West Bank hospital raid,2024-01-30T17:35:48.000Z,Pro-Palestine,2024-01-30
9539,UK,BBC,Pro-Israel,"At least half of Gaza's buildings damaged or destroyed, new analysis shows",2024-01-30T17:23:48.000Z,Pro-Palestine,2024-01-30
9540,UK,BBC,Pro-Israel,Israel-Gaza war: Counting the destruction of religious sites,2024-01-30T02:09:56.000Z,Pro-Palestine,2024-01-30
9541,UK,BBC,Pro-Israel,UNRWA: Gaza aid agency says it is 'extremely desperate' after funding halted,2024-01-29T21:30:01.000Z,Pro-Palestine,2024-01-29
9542,UK,BBC,Pro-Israel,St Patrick's Day: SDLP leader to boycott White House celebrations,2024-01-29T06:20:27.000Z,Others,2024-01-29
9543,UK,BBC,Pro-Israel,Kate Osamor: Labour suspends MP over Gaza remarks in Holocaust message,2024-01-29T02:56:59.000Z,Others,2024-01-29
9544,UK,BBC,Pro-Israel,UNRWA: Key UN Gaza aid agency runs into diplomatic storm,2024-01-28T14:45:08.000Z,Neutral,2024-01-28
9545,UK,BBC,Pro-Israel,No plans' for more Scottish aid to UN Gaza agency,2024-01-28T13:44:35.000Z,Neutral,2024-01-28
9546,UK,BBC,Pro-Israel,UNRWA claims: UN chief in aid plea after staff accused of helping Hamas in Israel attack,2024-01-28T07:51:23.000Z,Pro-Palestine,2024-01-28
9547,UK,BBC,Pro-Israel,UNRWA claims: UK halts aid to UN agency over allegation staff helped Hamas attack,2024-01-27T20:54:20.000Z,Pro-Palestine,2024-01-27
9548,UK,BBC,Pro-Israel,Huge push for Gaza aid - but little hope for those suffering,2024-01-27T11:29:28.000Z,Pro-Palestine,2024-01-27
9549,UK,BBC,Pro-Israel,Israel reined in by ICJ rulings on Gaza - but will it obey?,2024-01-26T19:09:55.000Z,Pro-Israel,2024-01-26
9550,UK,BBC,Pro-Israel,ICJ says Israel must prevent genocide in Gaza,2024-01-26T16:54:33.000Z,Pro-Israel,2024-01-26
9551,UK,BBC,Pro-Israel,Gaza war: ICJ to rule on call for Israel to stop military action,2024-01-26T00:03:52.000Z,Pro-Israel,2024-01-26
9552,UK,BBC,Pro-Israel,Qatar 'appalled' by reported criticism from Israel's Netanyahu,2024-01-25T17:52:09.000Z,Neutral,2024-01-25
9553,UK,BBC,Pro-Israel,Khan Younis: UN says 12 killed at Gaza shelter as fighting rages,2024-01-25T08:30:27.000Z,Pro-Palestine,2024-01-25
9554,UK,BBC,Pro-Israel,A jobs crisis in India is driving workers to Israel,2024-01-25T00:21:57.000Z,Neutral,2024-01-25
9555,UK,BBC,Pro-Israel,Tahir Ali: Labour MP apologises over PM 'blood on hands' remark,2024-01-24T17:15:30.000Z,Neutral,2024-01-24
9556,UK,BBC,Pro-Israel,Mediators push for Gaza ceasefire deal but gaps remain between Israel and Hamas,2024-01-24T16:35:20.000Z,Neutral,2024-01-24
9557,UK,BBC,Pro-Israel,Iraq condemns 'irresponsible' US air strikes on Iran-backed groups,2024-01-24T11:52:34.000Z,Others,2024-01-24
9558,UK,BBC,Pro-Israel,Khan Younis: Israel says forces have encircled Gaza's second city,2024-01-23T21:15:25.000Z,Pro-Israel,2024-01-23
9559,UK,BBC,Pro-Israel,Israel-Gaza war: IDF says 24 soldiers killed in Gaza in one day,2024-01-23T19:59:49.000Z,Pro-Israel,2024-01-23
9560,UK,BBC,Pro-Israel,UK not seeking confrontation with Houthis - Sunak,2024-01-23T17:26:37.000Z,Neutral,2024-01-23
9561,UK,BBC,Pro-Israel,I go to sleep a dead man' - father's pain at daughter's captivity in Gaza,2024-01-23T17:07:32.000Z,Pro-Palestine,2024-01-23
9562,UK,BBC,Pro-Israel,"More than 25,000 now killed in Gaza since Israel offensive began, Hamas-run health ministry says",2024-01-21T18:53:53.000Z,Pro-Palestine,2024-01-21
9563,UK,BBC,Pro-Israel,Shapps 'disappointed' by Netanyahu opposition to Palestinian state,2024-01-21T12:28:39.000Z,Pro-Palestine,2024-01-21
9564,UK,BBC,Pro-Israel,Understanding a week of missile strikes across Middle East,2024-01-21T10:32:59.000Z,Neutral,2024-01-21
9565,UK,BBC,Pro-Israel,What do Red Sea assaults mean for global trade?,2024-01-12T11:00:43.000Z,Neutral,2024-01-12
9566,UK,BBC,Pro-Israel,Israel says war in Gaza expected to continue throughout 2024,2024-01-01T21:47:21.000Z,Pro-Israel,2024-01-01
9567,UK,BBC,Pro-Israel,"Israel-Gaza war: Displaced Gazans 'living in the open', UN says",2023-12-30T21:24:54.000Z,Pro-Palestine,2023-12-30
9568,UK,BBC,Pro-Israel,Why 2023 was an uncomfortable year for the West,2023-12-30T01:06:21.000Z,Neutral,2023-12-30
9569,UK,BBC,Pro-Israel,South Africa files ICJ case accusing Israel of 'genocidal acts',2023-12-29T21:19:08.000Z,Pro-Palestine,2023-12-29
9570,UK,BBC,Pro-Israel,Thousands of Palestinians flee central Gaza as Israeli troops advance,2023-12-29T04:36:12.000Z,Pro-Palestine,2023-12-29
9571,UK,BBC,Pro-Israel,Israel Gaza war: Israel warns Hezbollah and Lebanon over border fighting,2023-12-28T18:33:33.000Z,Pro-Israel,2023-12-28
9572,UK,BBC,Pro-Israel,Hackney: Cyclist assaults Jewish child and several adults,2023-12-28T17:04:04.000Z,Others,2023-12-28
9573,UK,BBC,Pro-Israel,Israel expanding ground offensive into central Gaza refugee camps,2023-12-27T17:16:10.000Z,Pro-Israel,2023-12-27
9574,UK,BBC,Pro-Israel,Hapag-Lloyd says Red Sea route still 'too dangerous',2023-12-27T14:44:31.000Z,Others,2023-12-27
